application_number,product_number,chemical_name,dosage
ANDA215022,001,SUCCINYLCHOLINE CHLORIDE,20MG
NDA215033,001,BENDAMUSTINE HYDROCHLORIDE,100MG
ANDA215101,001,ACETAZOLAMIDE,125MG
ANDA215101,002,ACETAZOLAMIDE,250MG
NDA215110,001,GLECAPREVIR,50MG
NDA215110,001,PIBRENTASVIR,20MG
ANDA215132,001,LIDOCAINE HYDROCHLORIDE,1%
ANDA215158,001,CHLORZOXAZONE,250MG
NDA020538,008,ESTRADIOL,0.1MG
NDA020538,006,ESTRADIOL,0.05MG
NDA020538,009,ESTRADIOL,0.025MG
NDA020538,007,ESTRADIOL,0.075MG
NDA020538,005,ESTRADIOL,0.0375MG
NDA215239,001,VAMOROLONE,40MG
ANDA215254,001,TRIAMCINOLONE ACETONIDE,40MG
ANDA215270,001,METHYLTESTOSTERONE,10MG
ANDA215279,001,FLUDROCORTISONE ACETATE,0.1MG
ANDA215311,001,IBUPROFEN,100MG
ANDA215370,001,MAGNESIUM CHLORIDE,30MG
ANDA215370,001,POTASSIUM CHLORIDE,37MG
ANDA215370,001,SODIUM ACETATE,368MG
ANDA215370,001,SODIUM CHLORIDE,526MG
ANDA215370,001,SODIUM GLUCONATE,502MG
ANDA215402,001,ETRAVIRINE,100MG
ANDA215402,002,ETRAVIRINE,200MG
ANDA215415,004,LISDEXAMFETAMINE DIMESYLATE,40MG
ANDA215415,002,LISDEXAMFETAMINE DIMESYLATE,20MG
ANDA215415,005,LISDEXAMFETAMINE DIMESYLATE,50MG
ANDA215415,003,LISDEXAMFETAMINE DIMESYLATE,30MG
ANDA215415,001,LISDEXAMFETAMINE DIMESYLATE,10MG
ANDA215415,006,LISDEXAMFETAMINE DIMESYLATE,60MG
NDA215423,001,FINASTERIDE,5MG
NDA215423,001,TADALAFIL,5MG
ANDA215463,001,COLCHICINE,0.6MG
ANDA215486,001,ACETAMINOPHEN,650MG
ANDA215506,001,PYRIMETHAMINE,25MG
ANDA215540,001,CHLORZOXAZONE,250MG
ANDA215542,001,ISOPROTERENOL HYDROCHLORIDE,0.2MG
ANDA215562,003,BISOPROLOL FUMARATE,10MG
ANDA215562,003,HYDROCHLOROTHIAZIDE,6.25MG
ANDA215562,001,BISOPROLOL FUMARATE,2.5MG
ANDA215562,001,HYDROCHLOROTHIAZIDE,6.25MG
ANDA215562,002,BISOPROLOL FUMARATE,5MG
ANDA215562,002,HYDROCHLOROTHIAZIDE,6.25MG
ANDA215574,001,OSPEMIFENE,60MG
ANDA215591,003,CARBAMAZEPINE,400MG
ANDA215591,001,CARBAMAZEPINE,100MG
ANDA215591,002,CARBAMAZEPINE,200MG
ANDA215636,001,METHYLENE BLUE,10MG
ANDA215636,002,METHYLENE BLUE,50MG
ANDA215663,004,TOPIRAMATE,200MG
ANDA215663,002,TOPIRAMATE,50MG
ANDA215663,003,TOPIRAMATE,100MG
ANDA215663,001,TOPIRAMATE,25MG
NDA020574,001,CLOTRIMAZOLE,2%
ANDA215677,001,RIBOCICLIB,200MG
ANDA215682,006,PALIPERIDONE PALMITATE,1560MG
ANDA215682,004,PALIPERIDONE PALMITATE,819MG
ANDA215682,002,PALIPERIDONE PALMITATE,410MG
ANDA215682,005,PALIPERIDONE PALMITATE,1092MG
ANDA215682,003,PALIPERIDONE PALMITATE,546MG
ANDA215692,001,THIAMINE HYDROCHLORIDE,100MG
NDA020576,001,BETAINE,1GM
NDA215721,001,ZOLPIDEM TARTRATE,7.5MG
ANDA215724,001,ACYCLOVIR,200MG
ANDA215766,002,FAMOTIDINE,20MG
ANDA215766,001,FAMOTIDINE,10MG
ANDA215771,007,AMPHETAMINE ASPARTATE,7.5MG
ANDA215771,007,AMPHETAMINE SULFATE,7.5MG
ANDA215771,007,DEXTROAMPHETAMINE SACCHARATE,7.5MG
ANDA215771,007,DEXTROAMPHETAMINE SULFATE,7.5MG
ANDA215771,005,AMPHETAMINE ASPARTATE,3.75MG
ANDA215771,005,AMPHETAMINE SULFATE,3.75MG
ANDA215771,005,DEXTROAMPHETAMINE SACCHARATE,3.75MG
ANDA215771,005,DEXTROAMPHETAMINE SULFATE,3.75MG
ANDA215771,003,AMPHETAMINE ASPARTATE,2.5MG
ANDA215771,003,AMPHETAMINE SULFATE,2.5MG
ANDA215771,003,DEXTROAMPHETAMINE SACCHARATE,2.5MG
ANDA215771,003,DEXTROAMPHETAMINE SULFATE,2.5MG
ANDA215771,001,AMPHETAMINE ASPARTATE,1.25MG
ANDA215771,001,AMPHETAMINE SULFATE,1.25MG
ANDA215771,001,DEXTROAMPHETAMINE SACCHARATE,1.25MG
ANDA215771,001,DEXTROAMPHETAMINE SULFATE,1.25MG
ANDA215771,006,AMPHETAMINE ASPARTATE,5MG
ANDA215771,006,AMPHETAMINE SULFATE,5MG
ANDA215771,006,DEXTROAMPHETAMINE SACCHARATE,5MG
ANDA215771,006,DEXTROAMPHETAMINE SULFATE,5MG
ANDA215771,004,AMPHETAMINE ASPARTATE,3.125MG
ANDA215771,004,AMPHETAMINE SULFATE,3.125MG
ANDA215771,004,DEXTROAMPHETAMINE SACCHARATE,3.125MG
ANDA215771,004,DEXTROAMPHETAMINE SULFATE,3.125MG
ANDA215771,002,AMPHETAMINE ASPARTATE,1.875MG
ANDA215771,002,AMPHETAMINE SULFATE,1.875MG
ANDA215771,002,DEXTROAMPHETAMINE SACCHARATE,1.875MG
ANDA215771,002,DEXTROAMPHETAMINE SULFATE,1.875MG
ANDA215788,001,KETOROLAC TROMETHAMINE,10MG
NDA215859,001,RIVAROXABAN,1MG
ANDA215878,001,MOMETASONE FUROATE,0.05MG
NDA215904,001,GANAXOLONE,50MG
ANDA215921,001,MIDOSTAURIN,25MG
ANDA215962,001,VALBENAZINE,40MG
ANDA215962,002,VALBENAZINE,80MG
ANDA215971,003,DEUTETRABENAZINE,12MG
ANDA215971,001,DEUTETRABENAZINE,6MG
ANDA215971,002,DEUTETRABENAZINE,9MG
ANDA215975,001,LETROZOLE,200MG
ANDA215975,001,RIBOCICLIB SUCCINATE,2.5MG
ANDA215988,001,HYDRALAZINE HYDROCHLORIDE,37.5MG
ANDA215988,001,ISOSORBIDE DINITRATE,20MG
ANDA216039,001,BUPIVACAINE HYDROCHLORIDE,0.25%
ANDA216039,002,BUPIVACAINE HYDROCHLORIDE,0.5%
NDA020602,001,IBUPROFEN,100MG
NDA020603,001,IBUPROFEN,40MG
NDA216157,001,VOXELOTOR,300MG
NDA216157,002,VOXELOTOR,500MG
NDA216158,003,TROSPIUM CHLORIDE,30MG
NDA216158,001,TROSPIUM CHLORIDE,20MG
NDA216158,002,TROSPIUM CHLORIDE,20MG
ANDA216159,002,MIDAZOLAM,100MG
ANDA216159,001,MIDAZOLAM,50MG
ANDA216284,001,DEXAMETHASONE,1MG
ANDA216334,001,MESALAMINE,1.2GM
NDA216340,001,ADAGRASIB,200MG
ANDA216393,001,TRIMETHOPRIM,100MG
NDA216403,002,SPARSENTAN,400MG
NDA216403,001,SPARSENTAN,200MG
ANDA216413,001,DAPTOMYCIN,500MG
ANDA216421,002,AZELASTINE HYDROCHLORIDE,0.2055MG
ANDA216421,001,AZELASTINE HYDROCHLORIDE,0.2055MG
ANDA216517,001,COLESTIPOL HYDROCHLORIDE,1GM
ANDA216557,002,ISOSORBIDE MONONITRATE,60MG
ANDA216557,003,ISOSORBIDE MONONITRATE,120MG
ANDA216557,001,ISOSORBIDE MONONITRATE,30MG
NDA216579,001,BUDESONIDE,0.16MG
NDA216579,001,FORMOTEROL FUMARATE,0.0048MG
NDA216632,001,ADAPALENE,0.15%
NDA216632,001,BENZOYL PEROXIDE,3.1%
NDA216632,001,CLINDAMYCIN PHOSPHATE,1.2%
ANDA216635,001,DICLOFENAC POTASSIUM,50MG
ANDA216649,002,FLUPHENAZINE HYDROCHLORIDE,2.5MG
ANDA216649,003,FLUPHENAZINE HYDROCHLORIDE,5MG
ANDA216649,001,FLUPHENAZINE HYDROCHLORIDE,1MG
ANDA216649,004,FLUPHENAZINE HYDROCHLORIDE,10MG
ANDA216654,001,TIMOLOL,0.5%
ANDA216720,001,DEFLAZACORT,6MG
ANDA216720,004,DEFLAZACORT,36MG
ANDA216720,002,DEFLAZACORT,18MG
ANDA216720,003,DEFLAZACORT,30MG
ANDA216747,001,DIHYDROERGOTAMINE MESYLATE,1MG
ANDA216749,001,OXCARBAZEPINE,300MG
ANDA216791,001,FOMEPIZOLE,1.5GM
ANDA216877,001,TRANEXAMIC ACID,1GM
ANDA216885,002,SITAGLIPTIN PHOSPHATE,50MG
ANDA216885,003,SITAGLIPTIN PHOSPHATE,500MG
ANDA216885,001,SITAGLIPTIN PHOSPHATE,1000MG
ANDA216902,001,EDARAVONE,30MG
ANDA216904,001,DESMOPRESSIN ACETATE,0.004MG
ANDA216915,002,NINTEDANIB,150MG
ANDA216915,001,NINTEDANIB,100MG
ANDA216948,001,NELARABINE,250MG
NDA216962,001,FOSCARBIDOPA,120MG
NDA216962,001,FOSLEVODOPA,2400MG
ANDA216969,001,CHLORDIAZEPOXIDE HYDROCHLORIDE,5MG
ANDA216969,001,CLIDINIUM BROMIDE,2.5MG
ANDA216983,001,PYRIMETHAMINE,25MG
NDA217003,001,IBRUTINIB,70MG
NDA217003,006,IBRUTINIB,420MG
NDA217003,004,IBRUTINIB,140MG
NDA217003,002,IBRUTINIB,70MG
NDA217003,007,IBRUTINIB,560MG
NDA217003,005,IBRUTINIB,230MG
NDA217003,003,IBRUTINIB,140MG
ANDA217094,003,FLUPHENAZINE HYDROCHLORIDE,5MG
ANDA217094,001,FLUPHENAZINE HYDROCHLORIDE,1MG
ANDA217094,004,FLUPHENAZINE HYDROCHLORIDE,10MG
ANDA217094,002,FLUPHENAZINE HYDROCHLORIDE,2.5MG
ANDA217229,001,METHYLPHENIDATE HYDROCHLORIDE,72MG
ANDA217281,005,LENALIDOMIDE,20MG
ANDA217281,003,LENALIDOMIDE,10MG
ANDA217281,001,LENALIDOMIDE,2.5MG
ANDA217281,006,LENALIDOMIDE,25MG
ANDA217281,004,LENALIDOMIDE,15MG
ANDA217281,002,LENALIDOMIDE,5MG
ANDA217311,001,LACOSAMIDE,200MG
ANDA217330,001,FAMOTIDINE,40MG
ANDA217334,002,ESTRADIOL,1MG
ANDA217334,003,ESTRADIOL,2MG
ANDA217334,001,ESTRADIOL,0.5MG
ANDA217377,003,DILTIAZEM HYDROCHLORIDE,120MG
ANDA217377,001,DILTIAZEM HYDROCHLORIDE,60MG
ANDA217377,002,DILTIAZEM HYDROCHLORIDE,90MG
ANDA217431,003,IVACAFTOR,50MG
ANDA217431,004,IVACAFTOR,75MG
ANDA217431,002,IVACAFTOR,25MG
ANDA217490,001,CHLORTHALIDONE,12.5MG
ANDA217490,002,CHLORTHALIDONE,25MG
NDA217514,002,DABRAFENIB MESYLATE,75MG
NDA217514,003,DABRAFENIB MESYLATE,10MG
ANDA217526,001,SODIUM BENZOATE,10%
ANDA217526,001,SODIUM PHENYLACETATE,10%
ANDA217536,002,STERILE WATER FOR INJECTION,100%
ANDA217536,001,STERILE WATER FOR INJECTION,100%
ANDA217579,001,MELOXICAM,7.5MG
ANDA217579,002,MELOXICAM,15MG
ANDA217587,001,TRETINOIN,0.025%
ANDA217652,003,HYDROXYZINE HYDROCHLORIDE,50MG
ANDA217652,001,HYDROXYZINE HYDROCHLORIDE,10MG
ANDA217652,002,HYDROXYZINE HYDROCHLORIDE,25MG
ANDA217678,001,BINIMETINIB,15MG
ANDA217692,002,LIDOCAINE HYDROCHLORIDE,2%
ANDA217692,003,LIDOCAINE HYDROCHLORIDE,1%
ANDA217692,001,LIDOCAINE HYDROCHLORIDE,1%
ANDA217791,001,ATROPINE SULFATE,1%
ANDA217795,001,TOPIRAMATE,25MG
ANDA217840,001,LOPERAMIDE HYDROCHLORIDE,2MG
ANDA217893,001,SCOPOLAMINE,1MG
NDA217933,001,ILOPROST,100MCG
ANDA217957,001,LEUPROLIDE ACETATE,14MG
ANDA218021,001,HYDROXYUREA,500MG
ANDA218054,001,REGADENOSON,0.4MG
ANDA218075,002,GABAPENTIN,600MG
ANDA218075,001,GABAPENTIN,300MG
ANDA218122,001,LOPERAMIDE HYDROCHLORIDE,2MG
ANDA218159,001,TRAVOPROST,0.004%
ANDA218173,004,FLUPHENAZINE HYDROCHLORIDE,10MG
ANDA218173,002,FLUPHENAZINE HYDROCHLORIDE,2.5MG
ANDA218173,003,FLUPHENAZINE HYDROCHLORIDE,5MG
ANDA218173,001,FLUPHENAZINE HYDROCHLORIDE,1MG
ANDA218261,002,OXAZEPAM,15MG
ANDA218261,003,OXAZEPAM,30MG
ANDA218261,001,OXAZEPAM,10MG
ANDA218344,001,FAMOTIDINE,40MG
ANDA218404,001,NALOXONE HYDROCHLORIDE,0.4MG
ANDA218406,002,HYDROCHLOROTHIAZIDE,12.5MG
ANDA218406,002,TELMISARTAN,80MG
ANDA218406,003,HYDROCHLOROTHIAZIDE,25MG
ANDA218406,003,TELMISARTAN,80MG
ANDA218406,001,HYDROCHLOROTHIAZIDE,12.5MG
ANDA218406,001,TELMISARTAN,40MG
ANDA218448,001,DIPHENHYDRAMINE HYDROCHLORIDE,50MG
NDA020743,001,METRONIDAZOLE,1%
ANDA218599,001,TRANEXAMIC ACID,1GM
NDA218623,004,DIAZEPAM,12.5MG
NDA218623,002,DIAZEPAM,7.5MG
NDA218623,005,DIAZEPAM,15MG
NDA218623,003,DIAZEPAM,10MG
NDA218623,001,DIAZEPAM,5MG
NDA020748,001,ADAPALENE,0.1%
ANDA218640,001,LUBIPROSTONE,8MCG
ANDA218640,002,LUBIPROSTONE,24MCG
ANDA218713,007,ROPIVACAINE HYDROCHLORIDE,200MG
ANDA218713,005,ROPIVACAINE HYDROCHLORIDE,150MG
ANDA218713,003,ROPIVACAINE HYDROCHLORIDE,100MG
ANDA218713,001,ROPIVACAINE HYDROCHLORIDE,20MG
ANDA218713,006,ROPIVACAINE HYDROCHLORIDE,150MG
ANDA218713,004,ROPIVACAINE HYDROCHLORIDE,100MG
ANDA218713,002,ROPIVACAINE HYDROCHLORIDE,40MG
NDA218860,001,ELAFIBRANOR,80MG
ANDA218878,001,SUCCINYLCHOLINE CHLORIDE,20MG
ANDA218987,007,LISDEXAMFETAMINE DIMESYLATE,70MG
ANDA218987,005,LISDEXAMFETAMINE DIMESYLATE,50MG
ANDA218987,003,LISDEXAMFETAMINE DIMESYLATE,30MG
ANDA218987,001,LISDEXAMFETAMINE DIMESYLATE,10MG
ANDA218987,006,LISDEXAMFETAMINE DIMESYLATE,60MG
ANDA218987,004,LISDEXAMFETAMINE DIMESYLATE,40MG
ANDA218987,002,LISDEXAMFETAMINE DIMESYLATE,20MG
ANDA218991,004,VALSARTAN,320MG
ANDA218991,002,VALSARTAN,80MG
ANDA218991,003,VALSARTAN,160MG
ANDA218991,001,VALSARTAN,40MG
NDA020758,004,HYDROCHLOROTHIAZIDE,25MG
NDA020758,004,IRBESARTAN,300MG
NDA020758,002,HYDROCHLOROTHIAZIDE,12.5MG
NDA020758,002,IRBESARTAN,150MG
NDA020758,003,HYDROCHLOROTHIAZIDE,12.5MG
NDA020758,003,IRBESARTAN,300MG
NDA020758,001,HYDROCHLOROTHIAZIDE,12.5MG
NDA020758,001,IRBESARTAN,75MG
ANDA219071,002,PRUCALOPRIDE,2MG
ANDA219071,001,PRUCALOPRIDE,1MG
ANDA219239,001,EPINEPHRINE,10MG
BLA761058,001,ADALIMUMAB-ADBM,40MG
BLA761073,002,TRASTUZUMAB-ANNS,150MG
BLA761073,001,TRASTUZUMAB-ANNS,420MG
BLA761086,001,INFLIXIMAB-AXXQ,100MG
BLA761113,002,ISATUXIMAB-IRFC,500MG
BLA761113,001,ISATUXIMAB-IRFC,100MG
BLA761125,001,brolucizumab-dbll,6MG
BLA761128,001,CRIZANLIZUMAB-TMCA,100MG
BLA761134,001,EFBEMALENOGRASTIM ALFA-VUXW,20MG
BLA761171,001,NAXITAMAB-GQGK,40MG
BLA761231,002,BEVACIZUMAB-MALY,400MG
BLA761231,001,BEVACIZUMAB-MALY,100MG
BLA761270,001,TREMELIMUMAB-ACTL,25MG
BLA761270,002,TREMELIMUMAB-ACTL,300MG
BLA761275,004,TOCILIZUMAB-AAZG,400MG
BLA761275,002,TOCILIZUMAB-AAZG,80MG
BLA761275,003,TOCILIZUMAB-AAZG,200MG
BLA761275,001,TOCILIZUMAB-AAZG,162MG
BLA761285,001,USTEKINUMAB-AUUB,45MG
BLA761285,002,USTEKINUMAB-AUUB,90MG
BLA761289,001,TREMELIMUMAB-ACTL,25MG
BLA761289,002,TREMELIMUMAB-ACTL,300MG
BLA761291,001,TECLISTAMAB-CQYV,30MG
BLA761291,002,TECLISTAMAB-CQYV,153MG
BLA761306,001,LEBRIKIZUMAB-LBKZ,250MG
NDA020789,001,ZONISAMIDE,100MG
NDA020789,002,ZONISAMIDE,50MG
NDA020789,003,ZONISAMIDE,25MG
BLA761328,001,NIRSEVIMAB-ALIP,50MG
BLA761328,002,NIRSEVIMAB-ALIP,100MG
BLA761343,001,USTEKINUMAB-AEKN,45MG
BLA761343,002,USTEKINUMAB-AEKN,90MG
BLA761354,003,TOCILIZUMAB-BAVI,400MG
BLA761354,001,TOCILIZUMAB-BAVI,80MG
BLA761354,002,TOCILIZUMAB-BAVI,200MG
BLA761355,001,AFLIBERCEPT,8MG
BLA761359,001,VEDOLIZUMAB,300MG
BLA761359,002,VEDOLIZUMAB,108MG
BLA761390,001,NEMOLIZUMAB-ILTO,30MG
BLA761425,001,USTEKINUMAB-TTWE,130MG
NDA020835,004,RISEDRONATE SODIUM,75MG
NDA020835,002,RISEDRONATE SODIUM,5MG
NDA020835,005,RISEDRONATE SODIUM,150MG
NDA020835,003,RISEDRONATE SODIUM,35MG
NDA020835,001,RISEDRONATE SODIUM,30MG
NDA020841,001,LOTEPREDNOL ETABONATE,0.5%
NDA020884,001,ASPIRIN,25MG
NDA020884,001,DIPYRIDAMOLE,200MG
NDA020923,004,IOVERSOL,64%
NDA020923,002,IOVERSOL,68%
NDA020923,003,IOVERSOL,74%
NDA020923,001,IOVERSOL,51%
NDA020962,001,LIDOCAINE,2.5%
NDA020962,001,PRILOCAINE,2.5%
NDA009829,002,PYRIDOSTIGMINE BROMIDE,60MG
NDA021015,002,TESTOSTERONE,50MG
NDA021015,003,TESTOSTERONE,12.5MG
NDA021015,001,TESTOSTERONE,25MG
NDA021093,002,CANDESARTAN CILEXETIL,32MG
NDA021093,002,HYDROCHLOROTHIAZIDE,12.5MG
NDA021093,003,CANDESARTAN CILEXETIL,32MG
NDA021093,003,HYDROCHLOROTHIAZIDE,25MG
NDA021093,001,CANDESARTAN CILEXETIL,16MG
NDA021093,001,HYDROCHLOROTHIAZIDE,12.5MG
NDA021116,007,LEVOTHYROXINE SODIUM,0.175MG
NDA021116,005,LEVOTHYROXINE SODIUM,0.125MG
ANDA040626,002,PRIMIDONE,250MG
NDA021116,011,LEVOTHYROXINE SODIUM,0.112MG
NDA021116,003,LEVOTHYROXINE SODIUM,0.075MG
NDA021116,001,LEVOTHYROXINE SODIUM,0.025MG
NDA021116,008,LEVOTHYROXINE SODIUM,0.2MG
NDA021116,006,LEVOTHYROXINE SODIUM,0.15MG
NDA021116,012,LEVOTHYROXINE SODIUM,0.137MG
NDA021116,004,LEVOTHYROXINE SODIUM,0.1MG
NDA021116,010,LEVOTHYROXINE SODIUM,0.088MG
NDA021116,002,LEVOTHYROXINE SODIUM,0.05MG
NDA021116,009,LEVOTHYROXINE SODIUM,0.3MG
NDA021129,001,GABAPENTIN,250MG
NDA021142,001,CLOBETASOL PROPIONATE,0.05%
NDA021248,002,ARSENIC TRIOXIDE,2MG
NDA021248,001,ARSENIC TRIOXIDE,1MG
NDA021260,005,MORPHINE SULFATE,45MG
NDA021260,003,MORPHINE SULFATE,90MG
NDA021260,001,MORPHINE SULFATE,30MG
NDA021260,006,MORPHINE SULFATE,75MG
NDA021260,004,MORPHINE SULFATE,120MG
NDA021260,002,MORPHINE SULFATE,60MG
NDA021265,002,ASCORBIC ACID,80MG
NDA021265,002,BIOTIN,0.02MG
NDA021265,002,CYANOCOBALAMIN,0.001MG
NDA021265,002,DEXPANTHENOL,5MG
NDA021265,002,FOLIC ACID,0.14MG
NDA021265,002,NIACINAMIDE,17MG
NDA021265,002,PYRIDOXINE,1MG
NDA021265,002,RIBOFLAVIN,1.4MG
NDA021265,002,THIAMINE,1.2MG
NDA021265,002,VITAMIN K,0.2MG
NDA021265,001,ASCORBIC ACID,80MG
NDA021265,001,BIOTIN,0.02MG
NDA021265,001,CYANOCOBALAMIN,0.001MG
NDA021265,001,DEXPANTHENOL,5MG
NDA021265,001,FOLIC ACID,0.14MG
NDA021265,001,NIACINAMIDE,17MG
NDA021265,001,PYRIDOXINE,1MG
NDA021265,001,RIBOFLAVIN,1.4MG
NDA021265,001,THIAMINE,1.2MG
NDA021265,001,VITAMIN K,0.2MG
NDA021287,001,ALFUZOSIN HYDROCHLORIDE,10MG
NDA021316,003,LOVASTATIN,40MG
NDA021316,001,LOVASTATIN,10MG
NDA021316,004,LOVASTATIN,60MG
NDA021316,002,LOVASTATIN,20MG
NDA021319,001,DUTASTERIDE,0.5MG
NDA021341,003,VALDECOXIB,20MG
NDA021341,002,VALDECOXIB,10MG
NDA021348,001,MIGLUSTAT,100MG
NDA021602,001,BORTEZOMIB,3.5MG
NDA021378,001,IBUPROFEN,400MG
NDA021378,001,OXYCODONE HYDROCHLORIDE,5MG
NDA021399,001,GEFITINIB,250MG
BLA021426,003,SOMATROPIN,5MG
BLA021426,001,SOMATROPIN,5.8MG
BLA021426,004,SOMATROPIN,10MG
BLA021426,002,SOMATROPIN,1.5MG
NDA021434,003,ALPRAZOLAM,2MG
NDA021434,001,ALPRAZOLAM,0.5MG
NDA021434,004,ALPRAZOLAM,3MG
NDA021434,002,ALPRAZOLAM,1MG
NDA021475,003,METHYLPHENIDATE HYDROCHLORIDE,10MG
NDA021475,001,METHYLPHENIDATE HYDROCHLORIDE,2.5MG
NDA021475,002,METHYLPHENIDATE HYDROCHLORIDE,5MG
NDA021486,001,EPINEPHRINE,0.01MG
NDA021486,001,LIDOCAINE HYDROCHLORIDE,2%
NDA021487,002,MEMANTINE HYDROCHLORIDE,10MG
NDA021487,001,MEMANTINE HYDROCHLORIDE,5MG
NDA021497,001,NITAZOXANIDE,500MG
NDA021527,001,IPRATROPIUM BROMIDE,0.021MG
NDA021551,003,BISACODYL,5MG
NDA021586,002,ISOPROPYL ALCOHOL,74%
NDA021586,001,ISOPROPYL ALCOHOL,74%
NDA021590,006,CLOZAPINE,200MG
NDA021590,004,CLOZAPINE,12.5MG
NDA021590,002,CLOZAPINE,100MG
NDA021590,005,CLOZAPINE,150MG
NDA021590,003,CLOZAPINE,50MG
NDA021590,001,CLOZAPINE,25MG
ANDA040626,001,PRIMIDONE,50MG
NDA021633,003,ESTRADIOL ACETATE,1.8MG
NDA021633,001,ESTRADIOL ACETATE,0.45MG
NDA021633,002,ESTRADIOL ACETATE,0.9MG
NDA021704,002,FEXOFENADINE HYDROCHLORIDE,180MG
NDA021704,002,PSEUDOEPHEDRINE HYDROCHLORIDE,240MG
NDA021710,003,CARBAMAZEPINE,300MG
NDA021710,001,CARBAMAZEPINE,100MG
NDA021710,002,CARBAMAZEPINE,200MG
NDA010496,002,LIDOCAINE HYDROCHLORIDE,5%
NDA021726,004,ALPRAZOLAM,2MG
NDA021726,002,ALPRAZOLAM,0.5MG
NDA021726,003,ALPRAZOLAM,1MG
NDA021726,001,ALPRAZOLAM,0.25MG
NDA021729,005,ARIPIPRAZOLE,30MG
NDA021729,003,ARIPIPRAZOLE,15MG
NDA021729,004,ARIPIPRAZOLE,20MG
NDA021729,002,ARIPIPRAZOLE,10MG
NDA021731,001,LEUPROLIDE ACETATE,45MG
NDA021759,002,OXALIPLATIN,100MG
NDA021759,003,OXALIPLATIN,200MG
NDA021759,001,OXALIPLATIN,50MG
BLA021839,001,MECASERMIN RECOMBINANT,40MG
NDA021842,001,METFORMIN HYDROCHLORIDE,500MG
NDA021842,002,METFORMIN HYDROCHLORIDE,850MG
NDA021855,002,LOPERAMIDE HYDROCHLORIDE,2MG
NDA021855,001,LOPERAMIDE HYDROCHLORIDE,1MG
NDA021861,001,OLOPATADINE HYDROCHLORIDE,0.665MG
NDA021896,001,EMTRICITABINE,10MG
NDA021910,002,MAGNESIUM CHLORIDE,0.21GM
NDA021910,002,SODIUM BICARBONATE,3.97GM
NDA021910,002,SODIUM CHLORIDE,8.3GM
NDA021910,001,MAGNESIUM CHLORIDE,0.21GM
NDA021910,001,SODIUM BICARBONATE,2.8GM
NDA021910,001,SODIUM CHLORIDE,9.07GM
NDA021929,002,BUDESONIDE,0.16MG
NDA021929,002,FORMOTEROL FUMARATE DIHYDRATE,0.0045MG
NDA021929,001,BUDESONIDE,0.08MG
NDA021929,001,FORMOTEROL FUMARATE DIHYDRATE,0.0045MG
NDA021961,003,SIMVASTATIN,40MG
NDA021961,001,SIMVASTATIN,10MG
NDA021961,004,SIMVASTATIN,80MG
NDA021961,002,SIMVASTATIN,20MG
NDA021977,006,LISDEXAMFETAMINE DIMESYLATE,60MG
NDA021977,004,LISDEXAMFETAMINE DIMESYLATE,20MG
NDA021977,002,LISDEXAMFETAMINE DIMESYLATE,50MG
NDA021977,007,LISDEXAMFETAMINE DIMESYLATE,10MG
NDA021977,005,LISDEXAMFETAMINE DIMESYLATE,40MG
NDA021977,003,LISDEXAMFETAMINE DIMESYLATE,70MG
NDA021977,001,LISDEXAMFETAMINE DIMESYLATE,30MG
NDA021983,001,ATROPINE,2.1MG
NDA021983,001,PRALIDOXIME CHLORIDE,600MG
NDA021999,004,PALIPERIDONE,12MG
NDA021999,002,PALIPERIDONE,6MG
NDA021999,003,PALIPERIDONE,9MG
NDA021999,001,PALIPERIDONE,3MG
NDA021999,006,PALIPERIDONE,1.5MG
ANDA040212,003,ESTRADIOL,1.5MG
NDA022024,002,METFORMIN HYDROCHLORIDE,1GM
NDA022024,001,METFORMIN HYDROCHLORIDE,1GM
NDA022033,001,FLUVOXAMINE MALEATE,100MG
NDA022033,002,FLUVOXAMINE MALEATE,150MG
NDA022057,001,PROGESTERONE,100MG
NDA022058,001,HISTRELIN ACETATE,50MG
NDA010753,001,POLYESTRADIOL PHOSPHATE,40MG
NDA022070,001,TRETINOIN,0.05%
NDA022083,002,RIVASTIGMINE,9.5MG
NDA022083,005,RIVASTIGMINE,13.3MG
NDA022083,001,RIVASTIGMINE,4.6MG
NDA022107,003,HYDROCHLOROTHIAZIDE,12.5MG
NDA022107,001,HYDROCHLOROTHIAZIDE,12.5MG
NDA022107,004,HYDROCHLOROTHIAZIDE,25MG
NDA022107,002,HYDROCHLOROTHIAZIDE,25MG
NDA022119,001,AMMONIA N-13,30mCi
NDA022142,001,EFAVIRENZ,600MG
NDA022142,001,LAMIVUDINE,300MG
NDA022142,001,TENOFOVIR DISOPROXIL FUMARATE,300MG
NDA022155,001,CETIRIZINE HYDROCHLORIDE,5MG
NDA022155,002,CETIRIZINE HYDROCHLORIDE,5MG
NDA022165,001,DICLOFENAC POTASSIUM,50MG
NDA022244,001,FOSPROPOFOL DISODIUM,1050MG
NDA022249,004,BENDAMUSTINE HYDROCHLORIDE,180MG
NDA022249,002,BENDAMUSTINE HYDROCHLORIDE,25MG
NDA022249,003,BENDAMUSTINE HYDROCHLORIDE,45MG
NDA022249,001,BENDAMUSTINE HYDROCHLORIDE,100MG
NDA010911,006,BUCLIZINE HYDROCHLORIDE,50MG
NDA022254,001,LACOSAMIDE,200MG
NDA010962,002,PREDNISONE,5MG
NDA022395,001,CAPSAICIN,8%
NDA022405,001,VANDETANIB,100MG
